,audio_filename,filename,id,modality,vocal_channel,emotion,emotion_string,emotional,emotional_string,statement,repetition,speaker,gender,start,end,channels,Anger,Happiness,Sadness,Neutral state
507,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_22/03-01-03-02-02-01-22.wav,03-01-03-02-02-01-22,RAVDESS_507,03,01,03,happy,02,strong,02,01,22,F,0,3.670340136054422,,0,1,0,0
509,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_22/03-01-01-01-02-02-22.wav,03-01-01-01-02-02-22,RAVDESS_509,03,01,01,neutral,01,normal,02,02,22,F,0,3.53687074829932,,0,0,0,1
510,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_22/03-01-03-02-01-01-22.wav,03-01-03-02-01-01-22,RAVDESS_510,03,01,03,happy,02,strong,01,01,22,F,0,3.737097505668934,,0,1,0,0
512,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_22/03-01-04-02-01-01-22.wav,03-01-04-02-01-01-22,RAVDESS_512,03,01,04,sad,02,strong,01,01,22,F,0,3.737097505668934,,0,0,1,0
514,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_22/03-01-05-02-02-01-22.wav,03-01-05-02-02-01-22,RAVDESS_514,03,01,05,angry,02,strong,02,01,22,F,0,4.237596371882086,,1,0,0,0
516,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_22/03-01-04-02-02-01-22.wav,03-01-04-02-02-01-22,RAVDESS_516,03,01,04,sad,02,strong,02,01,22,F,0,3.737097505668934,,0,0,1,0
519,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_22/03-01-03-01-01-01-22.wav,03-01-03-01-01-01-22,RAVDESS_519,03,01,03,happy,01,normal,01,01,22,F,0,3.5369160997732427,,0,1,0,0
521,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_22/03-01-05-02-02-02-22.wav,03-01-05-02-02-02-22,RAVDESS_521,03,01,05,angry,02,strong,02,02,22,F,0,4.20421768707483,,1,0,0,0
522,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_22/03-01-04-01-01-02-22.wav,03-01-04-01-01-02-22,RAVDESS_522,03,01,04,sad,01,normal,01,02,22,F,0,3.703718820861678,,0,0,1,0
526,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_22/03-01-04-01-01-01-22.wav,03-01-04-01-01-01-22,RAVDESS_526,03,01,04,sad,01,normal,01,01,22,F,0,3.603628117913832,,0,0,1,0
527,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_22/03-01-03-02-01-02-22.wav,03-01-03-02-01-02-22,RAVDESS_527,03,01,03,happy,02,strong,01,02,22,F,0,3.83718820861678,,0,1,0,0
530,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_22/03-01-04-01-02-01-22.wav,03-01-04-01-02-01-22,RAVDESS_530,03,01,04,sad,01,normal,02,01,22,F,0,3.670340136054422,,0,0,1,0
531,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_22/03-01-01-01-01-02-22.wav,03-01-01-01-01-02-22,RAVDESS_531,03,01,01,neutral,01,normal,01,02,22,F,0,3.436780045351474,,0,0,0,1
541,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_17/03-01-04-02-01-01-17.wav,03-01-04-02-01-01-17,RAVDESS_541,03,01,04,sad,02,strong,01,01,17,M,0,3.670340136054422,,0,0,1,0
542,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_17/03-01-01-01-01-02-17.wav,03-01-01-01-01-02-17,RAVDESS_542,03,01,01,neutral,01,normal,01,02,17,M,0,3.5035374149659866,,0,0,0,1
547,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_17/03-01-03-02-01-02-17.wav,03-01-03-02-01-02-17,RAVDESS_547,03,01,03,happy,02,strong,01,02,17,M,0,4.104126984126984,,0,1,0,0
549,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_17/03-01-01-01-01-01-17.wav,03-01-01-01-01-01-17,RAVDESS_549,03,01,01,neutral,01,normal,01,01,17,M,0,3.83718820861678,,0,0,0,1
551,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_17/03-01-03-02-02-01-17.wav,03-01-03-02-02-01-17,RAVDESS_551,03,01,03,happy,02,strong,02,01,17,M,0,3.737097505668934,,0,1,0,0
552,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_17/03-01-03-01-01-01-17.wav,03-01-03-01-01-01-17,RAVDESS_552,03,01,03,happy,01,normal,01,01,17,M,0,3.47015873015873,,0,1,0,0
555,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_17/03-01-04-01-01-02-17.wav,03-01-04-01-01-02-17,RAVDESS_555,03,01,04,sad,01,normal,01,02,17,M,0,3.5035374149659866,,0,0,1,0
557,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_17/03-01-03-01-02-02-17.wav,03-01-03-01-02-02-17,RAVDESS_557,03,01,03,happy,01,normal,02,02,17,M,0,3.53687074829932,,0,1,0,0
558,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_17/03-01-04-01-02-02-17.wav,03-01-04-01-02-02-17,RAVDESS_558,03,01,04,sad,01,normal,02,02,17,M,0,3.603628117913832,,0,0,1,0
560,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_17/03-01-03-01-01-02-17.wav,03-01-03-01-01-02-17,RAVDESS_560,03,01,03,happy,01,normal,01,02,17,M,0,3.5369160997732427,,0,1,0,0
563,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_17/03-01-05-02-02-01-17.wav,03-01-05-02-02-01-17,RAVDESS_563,03,01,05,angry,02,strong,02,01,17,M,0,3.6370068027210882,,1,0,0,0
564,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_17/03-01-03-02-02-02-17.wav,03-01-03-02-02-02-17,RAVDESS_564,03,01,03,happy,02,strong,02,02,17,M,0,3.803809523809524,,0,1,0,0
565,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_17/03-01-05-02-02-02-17.wav,03-01-05-02-02-02-17,RAVDESS_565,03,01,05,angry,02,strong,02,02,17,M,0,3.803854875283447,,1,0,0,0
566,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_17/03-01-05-01-02-02-17.wav,03-01-05-01-02-02-17,RAVDESS_566,03,01,05,angry,01,normal,02,02,17,M,0,3.5369160997732427,,1,0,0,0
568,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_17/03-01-04-01-02-01-17.wav,03-01-04-01-02-01-17,RAVDESS_568,03,01,04,sad,01,normal,02,01,17,M,0,3.570249433106576,,0,0,1,0
572,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_17/03-01-01-01-02-02-17.wav,03-01-01-01-02-02-17,RAVDESS_572,03,01,01,neutral,01,normal,02,02,17,M,0,3.47015873015873,,0,0,0,1
574,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_17/03-01-01-01-02-01-17.wav,03-01-01-01-02-01-17,RAVDESS_574,03,01,01,neutral,01,normal,02,01,17,M,0,3.5035374149659866,,0,0,0,1
575,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_17/03-01-05-02-01-02-17.wav,03-01-05-02-01-02-17,RAVDESS_575,03,01,05,angry,02,strong,01,02,17,M,0,3.737097505668934,,1,0,0,0
576,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_17/03-01-04-01-01-01-17.wav,03-01-04-01-01-01-17,RAVDESS_576,03,01,04,sad,01,normal,01,01,17,M,0,3.670340136054422,,0,0,1,0
579,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_17/03-01-04-02-02-01-17.wav,03-01-04-02-02-01-17,RAVDESS_579,03,01,04,sad,02,strong,02,01,17,M,0,3.603628117913832,,0,0,1,0
580,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_17/03-01-03-01-02-01-17.wav,03-01-03-01-02-01-17,RAVDESS_580,03,01,03,happy,01,normal,02,01,17,M,0,3.47015873015873,,0,1,0,0
583,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_17/03-01-05-01-01-02-17.wav,03-01-05-01-01-02-17,RAVDESS_583,03,01,05,angry,01,normal,01,02,17,M,0,3.703718820861678,,1,0,0,0
585,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_17/03-01-04-02-02-02-17.wav,03-01-04-02-02-02-17,RAVDESS_585,03,01,04,sad,02,strong,02,02,17,M,0,3.570249433106576,,0,0,1,0
588,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_17/03-01-04-02-01-02-17.wav,03-01-04-02-01-02-17,RAVDESS_588,03,01,04,sad,02,strong,01,02,17,M,0,3.703718820861678,,0,0,1,0
592,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_17/03-01-05-02-01-01-17.wav,03-01-05-02-01-01-17,RAVDESS_592,03,01,05,angry,02,strong,01,01,17,M,0,3.5035374149659866,,1,0,0,0
593,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_17/03-01-03-02-01-01-17.wav,03-01-03-02-01-01-17,RAVDESS_593,03,01,03,happy,02,strong,01,01,17,M,0,3.737097505668934,,0,1,0,0
594,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_17/03-01-05-01-01-01-17.wav,03-01-05-01-01-01-17,RAVDESS_594,03,01,05,angry,01,normal,01,01,17,M,0,3.47015873015873,,1,0,0,0
597,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_17/03-01-05-01-02-01-17.wav,03-01-05-01-02-01-17,RAVDESS_597,03,01,05,angry,01,normal,02,01,17,M,0,3.603628117913832,,1,0,0,0
602,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_19/03-01-05-02-02-02-19.wav,03-01-05-02-02-02-19,RAVDESS_602,03,01,05,angry,02,strong,02,02,19,M,0,4.104126984126984,,1,0,0,0
604,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_19/03-01-03-02-02-02-19.wav,03-01-03-02-02-02-19,RAVDESS_604,03,01,03,happy,02,strong,02,02,19,M,0,4.004036281179138,,0,1,0,0
605,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_19/03-01-03-02-02-01-19.wav,03-01-03-02-02-01-19,RAVDESS_605,03,01,03,happy,02,strong,02,01,19,M,0,4.404399092970522,,0,1,0,0
606,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_19/03-01-04-02-02-02-19.wav,03-01-04-02-02-02-19,RAVDESS_606,03,01,04,sad,02,strong,02,02,19,M,0,3.737097505668934,,0,0,1,0
611,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_19/03-01-04-02-02-01-19.wav,03-01-04-02-02-01-19,RAVDESS_611,03,01,04,sad,02,strong,02,01,19,M,0,3.4034467120181406,,0,0,1,0
612,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_19/03-01-04-02-01-01-19.wav,03-01-04-02-01-01-19,RAVDESS_612,03,01,04,sad,02,strong,01,01,19,M,0,4.004036281179138,,0,0,1,0
615,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_19/03-01-04-02-01-02-19.wav,03-01-04-02-01-02-19,RAVDESS_615,03,01,04,sad,02,strong,01,02,19,M,0,3.703718820861678,,0,0,1,0
616,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_19/03-01-05-01-02-01-19.wav,03-01-05-01-02-01-19,RAVDESS_616,03,01,05,angry,01,normal,02,01,19,M,0,3.3033560090702947,,1,0,0,0
617,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_19/03-01-05-01-02-02-19.wav,03-01-05-01-02-02-19,RAVDESS_617,03,01,05,angry,01,normal,02,02,19,M,0,3.570249433106576,,1,0,0,0
618,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_19/03-01-05-02-01-02-19.wav,03-01-05-02-01-02-19,RAVDESS_618,03,01,05,angry,02,strong,01,02,19,M,0,4.8048072562358275,,1,0,0,0
619,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_19/03-01-03-01-02-01-19.wav,03-01-03-01-02-01-19,RAVDESS_619,03,01,03,happy,01,normal,02,01,19,M,0,3.2699773242630386,,0,1,0,0
623,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_19/03-01-04-01-01-02-19.wav,03-01-04-01-01-02-19,RAVDESS_623,03,01,04,sad,01,normal,01,02,19,M,0,3.670340136054422,,0,0,1,0
624,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_19/03-01-05-01-01-01-19.wav,03-01-05-01-01-01-19,RAVDESS_624,03,01,05,angry,01,normal,01,01,19,M,0,3.7704761904761903,,1,0,0,0
626,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_19/03-01-05-02-01-01-19.wav,03-01-05-02-01-01-19,RAVDESS_626,03,01,05,angry,02,strong,01,01,19,M,0,3.970657596371882,,1,0,0,0
627,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_19/03-01-03-01-01-01-19.wav,03-01-03-01-01-01-19,RAVDESS_627,03,01,03,happy,01,normal,01,01,19,M,0,3.6369614512471657,,0,1,0,0
633,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_19/03-01-03-01-02-02-19.wav,03-01-03-01-02-02-19,RAVDESS_633,03,01,03,happy,01,normal,02,02,19,M,0,3.3033560090702947,,0,1,0,0
637,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_19/03-01-04-01-02-02-19.wav,03-01-04-01-02-02-19,RAVDESS_637,03,01,04,sad,01,normal,02,02,19,M,0,3.670340136054422,,0,0,1,0
638,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_19/03-01-03-02-01-01-19.wav,03-01-03-02-01-01-19,RAVDESS_638,03,01,03,happy,02,strong,01,01,19,M,0,3.7704761904761903,,0,1,0,0
639,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_19/03-01-03-01-01-02-19.wav,03-01-03-01-01-02-19,RAVDESS_639,03,01,03,happy,01,normal,01,02,19,M,0,3.703718820861678,,0,1,0,0
644,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_19/03-01-03-02-01-02-19.wav,03-01-03-02-01-02-19,RAVDESS_644,03,01,03,happy,02,strong,01,02,19,M,0,3.803809523809524,,0,1,0,0
650,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_19/03-01-05-01-01-02-19.wav,03-01-05-01-01-02-19,RAVDESS_650,03,01,05,angry,01,normal,01,02,19,M,0,3.703718820861678,,1,0,0,0
651,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_19/03-01-01-01-02-02-19.wav,03-01-01-01-02-02-19,RAVDESS_651,03,01,01,neutral,01,normal,02,02,19,M,0,3.3033106575963718,,0,0,0,1
652,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_19/03-01-05-02-02-01-19.wav,03-01-05-02-02-01-19,RAVDESS_652,03,01,05,angry,02,strong,02,01,19,M,0,4.337687074829932,,1,0,0,0
654,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_19/03-01-01-01-01-02-19.wav,03-01-01-01-01-02-19,RAVDESS_654,03,01,01,neutral,01,normal,01,02,19,M,0,3.2365986394557824,,0,0,0,1
655,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_19/03-01-04-01-02-01-19.wav,03-01-04-01-02-01-19,RAVDESS_655,03,01,04,sad,01,normal,02,01,19,M,0,3.1698412698412697,,0,0,1,0
656,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_19/03-01-01-01-02-01-19.wav,03-01-01-01-02-01-19,RAVDESS_656,03,01,01,neutral,01,normal,02,01,19,M,0,3.336689342403628,,0,0,0,1
657,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_19/03-01-04-01-01-01-19.wav,03-01-04-01-01-01-19,RAVDESS_657,03,01,04,sad,01,normal,01,01,19,M,0,3.436780045351474,,0,0,1,0
658,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_19/03-01-01-01-01-01-19.wav,03-01-01-01-01-01-19,RAVDESS_658,03,01,01,neutral,01,normal,01,01,19,M,0,3.3700680272108845,,0,0,0,1
660,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_13/03-01-01-01-02-01-13.wav,03-01-01-01-02-01-13,RAVDESS_660,03,01,01,neutral,01,normal,02,01,13,M,0,3.069750566893424,,0,0,0,1
669,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_13/03-01-05-01-02-01-13.wav,03-01-05-01-02-01-13,RAVDESS_669,03,01,05,angry,01,normal,02,01,13,M,0,3.603628117913832,,1,0,0,0
673,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_13/03-01-03-02-02-01-13.wav,03-01-03-02-02-01-13,RAVDESS_673,03,01,03,happy,02,strong,02,01,13,M,0,3.3700226757369616,,0,1,0,0
674,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_13/03-01-05-02-02-01-13.wav,03-01-05-02-02-01-13,RAVDESS_674,03,01,05,angry,02,strong,02,01,13,M,0,3.570249433106576,,1,0,0,0
678,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_13/03-01-04-02-02-02-13.wav,03-01-04-02-02-02-13,RAVDESS_678,03,01,04,sad,02,strong,02,02,13,M,0,3.2032199546485263,,0,0,1,0
679,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_13/03-01-03-02-01-02-13.wav,03-01-03-02-01-02-13,RAVDESS_679,03,01,03,happy,02,strong,01,02,13,M,0,3.603628117913832,,0,1,0,0
682,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_13/03-01-01-01-02-02-13.wav,03-01-01-01-02-02-13,RAVDESS_682,03,01,01,neutral,01,normal,02,02,13,M,0,3.1364625850340135,,0,0,0,1
683,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_13/03-01-03-02-02-02-13.wav,03-01-03-02-02-02-13,RAVDESS_683,03,01,03,happy,02,strong,02,02,13,M,0,3.336689342403628,,0,1,0,0
684,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_13/03-01-05-02-01-02-13.wav,03-01-05-02-01-02-13,RAVDESS_684,03,01,05,angry,02,strong,01,02,13,M,0,4.270975056689342,,1,0,0,0
685,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_13/03-01-04-02-01-02-13.wav,03-01-04-02-01-02-13,RAVDESS_685,03,01,04,sad,02,strong,01,02,13,M,0,3.3033106575963718,,0,0,1,0
693,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_13/03-01-03-02-01-01-13.wav,03-01-03-02-01-01-13,RAVDESS_693,03,01,03,happy,02,strong,01,01,13,M,0,3.436780045351474,,0,1,0,0
695,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_13/03-01-04-01-01-01-13.wav,03-01-04-01-01-01-13,RAVDESS_695,03,01,04,sad,01,normal,01,01,13,M,0,3.570249433106576,,0,0,1,0
696,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_13/03-01-01-01-01-02-13.wav,03-01-01-01-01-02-13,RAVDESS_696,03,01,01,neutral,01,normal,01,02,13,M,0,3.2032199546485263,,0,0,0,1
698,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_13/03-01-03-01-02-01-13.wav,03-01-03-01-02-01-13,RAVDESS_698,03,01,03,happy,01,normal,02,01,13,M,0,3.1365079365079365,,0,1,0,0
699,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_13/03-01-04-01-02-01-13.wav,03-01-04-01-02-01-13,RAVDESS_699,03,01,04,sad,01,normal,02,01,13,M,0,3.436780045351474,,0,0,1,0
701,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_13/03-01-03-01-02-02-13.wav,03-01-03-01-02-02-13,RAVDESS_701,03,01,03,happy,01,normal,02,02,13,M,0,3.2032199546485263,,0,1,0,0
703,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_13/03-01-05-01-02-02-13.wav,03-01-05-01-02-02-13,RAVDESS_703,03,01,05,angry,01,normal,02,02,13,M,0,3.3700226757369616,,1,0,0,0
704,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_13/03-01-05-01-01-01-13.wav,03-01-05-01-01-01-13,RAVDESS_704,03,01,05,angry,01,normal,01,01,13,M,0,3.436780045351474,,1,0,0,0
705,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_13/03-01-03-01-01-02-13.wav,03-01-03-01-01-02-13,RAVDESS_705,03,01,03,happy,01,normal,01,02,13,M,0,3.2032199546485263,,0,1,0,0
706,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_13/03-01-04-02-02-01-13.wav,03-01-04-02-02-01-13,RAVDESS_706,03,01,04,sad,02,strong,02,01,13,M,0,3.436780045351474,,0,0,1,0
707,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_13/03-01-04-01-01-02-13.wav,03-01-04-01-01-02-13,RAVDESS_707,03,01,04,sad,01,normal,01,02,13,M,0,3.53687074829932,,0,0,1,0
708,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_13/03-01-04-02-01-01-13.wav,03-01-04-02-01-01-13,RAVDESS_708,03,01,04,sad,02,strong,01,01,13,M,0,3.336689342403628,,0,0,1,0
710,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_13/03-01-03-01-01-01-13.wav,03-01-03-01-01-01-13,RAVDESS_710,03,01,03,happy,01,normal,01,01,13,M,0,3.2365986394557824,,0,1,0,0
711,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_13/03-01-05-02-01-01-13.wav,03-01-05-02-01-01-13,RAVDESS_711,03,01,05,angry,02,strong,01,01,13,M,0,3.670340136054422,,1,0,0,0
712,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_13/03-01-01-01-01-01-13.wav,03-01-01-01-01-01-13,RAVDESS_712,03,01,01,neutral,01,normal,01,01,13,M,0,3.1698412698412697,,0,0,0,1
713,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_13/03-01-05-02-02-02-13.wav,03-01-05-02-02-02-13,RAVDESS_713,03,01,05,angry,02,strong,02,02,13,M,0,4.170839002267574,,1,0,0,0
715,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_13/03-01-04-01-02-02-13.wav,03-01-04-01-02-02-13,RAVDESS_715,03,01,04,sad,01,normal,02,02,13,M,0,3.3700680272108845,,0,0,1,0
716,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_13/03-01-05-01-01-02-13.wav,03-01-05-01-01-02-13,RAVDESS_716,03,01,05,angry,01,normal,01,02,13,M,0,3.53687074829932,,1,0,0,0
727,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_10/03-01-04-01-02-02-10.wav,03-01-04-01-02-02-10,RAVDESS_727,03,01,04,sad,01,normal,02,02,10,F,0,3.803809523809524,,0,0,1,0
728,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_10/03-01-04-02-01-02-10.wav,03-01-04-02-01-02-10,RAVDESS_728,03,01,04,sad,02,strong,01,02,10,F,0,3.570249433106576,,0,0,1,0
729,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_10/03-01-05-01-02-01-10.wav,03-01-05-01-02-01-10,RAVDESS_729,03,01,05,angry,01,normal,02,01,10,F,0,4.104126984126984,,1,0,0,0
733,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_10/03-01-03-02-02-02-10.wav,03-01-03-02-02-02-10,RAVDESS_733,03,01,03,happy,02,strong,02,02,10,F,0,3.970657596371882,,0,1,0,0
734,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_10/03-01-03-01-01-01-10.wav,03-01-03-01-01-01-10,RAVDESS_734,03,01,03,happy,01,normal,01,01,10,F,0,3.5035374149659866,,0,1,0,0
737,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_10/03-01-05-01-01-01-10.wav,03-01-05-01-01-01-10,RAVDESS_737,03,01,05,angry,01,normal,01,01,10,F,0,3.9039002267573695,,1,0,0,0
738,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_10/03-01-03-02-02-01-10.wav,03-01-03-02-02-01-10,RAVDESS_738,03,01,03,happy,02,strong,02,01,10,F,0,3.737097505668934,,0,1,0,0
739,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_10/03-01-04-01-01-01-10.wav,03-01-04-01-01-01-10,RAVDESS_739,03,01,04,sad,01,normal,01,01,10,F,0,3.3033106575963718,,0,0,1,0
740,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_10/03-01-03-01-02-02-10.wav,03-01-03-01-02-02-10,RAVDESS_740,03,01,03,happy,01,normal,02,02,10,F,0,3.336689342403628,,0,1,0,0
742,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_10/03-01-01-01-02-01-10.wav,03-01-01-01-02-01-10,RAVDESS_742,03,01,01,neutral,01,normal,02,01,10,F,0,3.737097505668934,,0,0,0,1
743,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_10/03-01-04-02-02-01-10.wav,03-01-04-02-02-01-10,RAVDESS_743,03,01,04,sad,02,strong,02,01,10,F,0,3.670340136054422,,0,0,1,0
744,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_10/03-01-05-02-01-01-10.wav,03-01-05-02-01-01-10,RAVDESS_744,03,01,05,angry,02,strong,01,01,10,F,0,4.170839002267574,,1,0,0,0
745,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_10/03-01-01-01-01-02-10.wav,03-01-01-01-01-02-10,RAVDESS_745,03,01,01,neutral,01,normal,01,02,10,F,0,3.83718820861678,,0,0,0,1
746,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_10/03-01-03-01-02-01-10.wav,03-01-03-01-02-01-10,RAVDESS_746,03,01,03,happy,01,normal,02,01,10,F,0,3.3033106575963718,,0,1,0,0
748,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_10/03-01-05-02-02-01-10.wav,03-01-05-02-02-01-10,RAVDESS_748,03,01,05,angry,02,strong,02,01,10,F,0,3.8705215419501133,,1,0,0,0
753,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_10/03-01-03-02-01-02-10.wav,03-01-03-02-01-02-10,RAVDESS_753,03,01,03,happy,02,strong,01,02,10,F,0,3.5035374149659866,,0,1,0,0
754,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_10/03-01-03-02-01-01-10.wav,03-01-03-02-01-01-10,RAVDESS_754,03,01,03,happy,02,strong,01,01,10,F,0,3.83718820861678,,0,1,0,0
755,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_10/03-01-05-01-01-02-10.wav,03-01-05-01-01-02-10,RAVDESS_755,03,01,05,angry,01,normal,01,02,10,F,0,4.004036281179138,,1,0,0,0
756,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_10/03-01-05-02-02-02-10.wav,03-01-05-02-02-02-10,RAVDESS_756,03,01,05,angry,02,strong,02,02,10,F,0,4.1374603174603175,,1,0,0,0
757,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_10/03-01-03-01-01-02-10.wav,03-01-03-01-01-02-10,RAVDESS_757,03,01,03,happy,01,normal,01,02,10,F,0,3.47015873015873,,0,1,0,0
758,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_10/03-01-05-01-02-02-10.wav,03-01-05-01-02-02-10,RAVDESS_758,03,01,05,angry,01,normal,02,02,10,F,0,4.13750566893424,,1,0,0,0
760,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_10/03-01-04-02-02-02-10.wav,03-01-04-02-02-02-10,RAVDESS_760,03,01,04,sad,02,strong,02,02,10,F,0,3.570249433106576,,0,0,1,0
762,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_10/03-01-04-01-01-02-10.wav,03-01-04-01-01-02-10,RAVDESS_762,03,01,04,sad,01,normal,01,02,10,F,0,3.47015873015873,,0,0,1,0
